symbol,macro,industry,basic
GARNETINT,Financial Services,Finance,Investment Company
GARUDA,Construction,Construction,Civil Construction
GARWAMAR,Textiles,Textiles & Apparels,Other Textile Products
GARWAOFFS,Services,Transport Services,Shipping
GARWSYN,Services,Commercial Services & Supplies,Trading & Distributors
GATECH,Financial Services,Finance,Other Financial Services
GATECHDVR,Financial Services,Finance,Other Financial Services
GATEWAY,Services,Transport Services,Logistics Solution Provider
GAUDIUMIVF,Healthcare,Healthcare Services,Healthcare Service Provider
GAYAHWS,Services,Transport Infrastructure,"Road Assets–Toll, Annuity, Hybrid-Annuity"
GAYAPROJ,Construction,Construction,Civil Construction
GAYATRI,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
GAYATRIBI,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
GBFL,Financial Services,Finance,Non Banking Financial Company (NBFC)
GBLOGISTIC,Services,Transport Services,Logistics Solution Provider
GCMCAPI,Financial Services,Finance,Other Financial Services
GCMCOMM,Financial Services,Finance,Other Financial Services
GCMSECU,Financial Services,Capital Markets,Stockbroking & Allied
GCONNECT,Services,Transport Services,Logistics Solution Provider
GCSL,Financial Services,Capital Markets,Other Capital Market related Services
GDIL,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
GDLLEAS,Financial Services,Finance,Non Banking Financial Company (NBFC)
GEE,Capital Goods,Electrical Equipment,Other Electrical Equipment
GEECEE,Realty,Realty,"Residential, Commercial Projects"
GEL,Services,Commercial Services & Supplies,Trading & Distributors
GEMAROMA,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
GEMENVIRO,Utilities,Other Utilities,Waste Management
GEMSI,Services,Commercial Services & Supplies,Diversified Commercial Services
GEMSPIN,Textiles,Textiles & Apparels,Other Textile Products
GENCON,Realty,Realty,"Residential, Commercial Projects"
GENESYS,Information Technology,IT - Services,IT Enabled Services
GENNEX,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GENPHARMA,Services,Commercial Services & Supplies,Trading & Distributors
GENUSPAPER,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
GENUSPOWER,Capital Goods,Electrical Equipment,Other Electrical Equipment
GENUSPRIME,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
GEOJITFSL,Financial Services,Capital Markets,Stockbroking & Allied
GESHIP,Services,Transport Services,Shipping
GETALONG,Services,Commercial Services & Supplies,Consulting Services
GFLLIMITED,Financial Services,Finance,Holding Company
GGAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments
GGDPROP,Capital Goods,Industrial Manufacturing,Industrial Products
GGL,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
GGPL,Fast Moving Consumer Goods,Household Products,Stationary
GHCL,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
GHCLTEXTIL,Textiles,Textiles & Apparels,Other Textile Products
GHUSHINE,Textiles,Textiles & Apparels,Other Textile Products
GHVINFRA,Construction,Construction,Civil Construction
GIANLIFE,Healthcare,Healthcare Services,Healthcare Service Provider
GICHSGFIN,Financial Services,Finance,Housing Finance Company
GICRE,Financial Services,Insurance,General Insurance
GILADAFINS,Financial Services,Finance,Non Banking Financial Company (NBFC)
GILLANDERS,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
GILLETTE,Fast Moving Consumer Goods,Personal Products,Personal Care
GINISILK,Services,Commercial Services & Supplies,Trading & Distributors
GINNIFILA,Textiles,Textiles & Apparels,Other Textile Products
GIPCL,Power,Power,Power Generation
GITARENEW,Power,Power,Power Generation
GKB,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
GKCONS,Financial Services,Finance,Non Banking Financial Company (NBFC)
GKENERGY,Construction,Construction,Civil Construction
GKL,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
GKP,Capital Goods,Industrial Products,Packaging
GKSL,Healthcare,Healthcare Services,Hospital
GLAAMUP,Services,Commercial Services & Supplies,Trading & Distributors
GLANCE,Financial Services,Finance,Non Banking Financial Company (NBFC)
GLAND,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GLAXO,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GLCL,Services,Commercial Services & Supplies,Trading & Distributors
GLEN,Capital Goods,Industrial Products,Packaging
GLENMARK,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GLFL,Financial Services,Finance,Other Financial Services
GLHRL,Healthcare,Healthcare Services,Hospital
GLITTEKG,Construction Materials,Other Construction Materials,Other Construction Materials
GLOBALCA,Financial Services,Finance,Non Banking Financial Company (NBFC)
GLOBALE,Textiles,Textiles & Apparels,Trading - Textile Products
GLOBALLOG,Services,Transport Services,Logistics Solution Provider
GLOBALVECT,Services,Transport Services,Airline
GLOBECIVIL,Construction,Construction,Civil Construction
GLOBTIER,Information Technology,IT - Services,IT Enabled Services
GLOBUSCON,Power,Power,Power Generation
GLOBUSSPR,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
GLOSTERLTD,Forest Materials,"Paper, Forest & Jute Products",Jute & Jute Products
GLOTTIS,Services,Transport Services,Logistics Solution Provider
GLPL,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GMBREW,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
GMDCLTD,Metals & Mining,Minerals & Mining,Industrial Minerals
GMMPFAUDLR,Capital Goods,Industrial Manufacturing,Industrial Products
GMPL,Capital Goods,Industrial Products,Plastic Products - Industrial
GMRAIRPORT,Services,Transport Infrastructure,Airport & Airport services
GMRP&UI,Power,Power,Power Generation
GNA,Automobile and Auto Components,Auto Components,Auto Components & Equipments
GNFC,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
GNRL,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
GOACARBON,Metals & Mining,Minerals & Mining,Industrial Minerals
GOBLIN,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
GOCLCORP,Chemicals,Chemicals & Petrochemicals,Explosives
GOCOLORS,Consumer Services,Retailing,Speciality Retail
GODAVARI,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GODAVARIB,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG
GODFRYPHLP,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
GODIGIT,Financial Services,Insurance,General Insurance
GODREJAGRO,Fast Moving Consumer Goods,Food Products,Animal Feed
GODREJCP,Fast Moving Consumer Goods,Personal Products,Personal Care
GODREJIND,Diversified,Diversified,Diversified
GODREJPROP,Realty,Realty,"Residential, Commercial Projects"
GOEL,Consumer Services,Leisure Services,Hotels & Resorts
GOELCONS,Construction,Construction,Civil Construction
GOGIACAPGL,Financial Services,Capital Markets,Stockbroking & Allied
GOKAKTEX,Textiles,Textiles & Apparels,Other Textile Products
GOKEX,Textiles,Textiles & Apparels,Garments & Apparels
GOKUL,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
GOKULAGRO,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
GOLCA,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
GOLDCOINHF,Fast Moving Consumer Goods,Food Products,Packaged Foods
GOLDENCREST,Consumer Services,Other Consumer Services,Education
GOLDENTOBC,Realty,Realty,"Residential, Commercial Projects"
GOLDIAM,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
GOLDLEG,Financial Services,Finance,Non Banking Financial Company (NBFC)
GOLDTECH,Information Technology,IT - Software,Software Products
GOLECHA,Services,Commercial Services & Supplies,Diversified Commercial Services
GOLKUNDIA,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
GOODLUCK,Capital Goods,Industrial Products,Iron & Steel Products
GOODRICKE,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
GOODYEAR,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
GOPAL,Fast Moving Consumer Goods,Food Products,Packaged Foods
GORANIN,Consumer Durables,Consumer Durables,Houseware
GOTHIPL,Consumer Durables,Consumer Durables,Houseware
GOURMET,Consumer Services,Leisure Services,Restaurants
GOWRALE,Financial Services,Finance,Non Banking Financial Company (NBFC)
GOYALALUM,Services,Commercial Services & Supplies,Trading & Distributors
GOYALASS,Financial Services,Finance,Non Banking Financial Company (NBFC)
GPAPL,Fast Moving Consumer Goods,Food Products,Other Food Products
GPIL,Capital Goods,Industrial Products,Iron & Steel Products
GPPL,Services,Transport Infrastructure,Port & Port services
GPSL,Capital Goods,Industrial Products,Other Industrial Products
GPTHEALTH,Healthcare,Healthcare Services,Hospital
GPTINFRA,Construction,Construction,Civil Construction
GRAMEVA,Forest Materials,"Paper, Forest & Jute Products",Jute & Jute Products
GRANDMA,Services,Commercial Services & Supplies,Trading & Distributors
GRANDOAK,Financial Services,Finance,Non Banking Financial Company (NBFC)
GRANULES,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GRAPHITE,Capital Goods,Industrial Products,Electrodes & Refractories
GRASIM,Construction Materials,Cement & Cement Products,Cement & Cement Products
GRATEXI,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
GRAUWEIL,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
GRAVISSHO,Consumer Services,Leisure Services,Hotels & Resorts
GRAVITA,Metals & Mining,Minerals & Mining,Industrial Minerals
GRAVITY,Textiles,Textiles & Apparels,Other Textile Products
GREAVESCOT,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
GREENCREST,Services,Commercial Services & Supplies,Diversified Commercial Services
GREENLAM,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
GREENPANEL,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
GREENPLY,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
GREENPOWER,Power,Power,Power Generation
GRERENEW,Construction,Construction,Civil Construction
GRINDWELL,Capital Goods,Industrial Products,Abrasives & Bearings
GRINFRA,Construction,Construction,Civil Construction
GRMOVER,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
GROARC,Information Technology,IT - Software,Software Products
GROVY,Realty,Realty,"Residential, Commercial Projects"
GROWINGTON,Services,Commercial Services & Supplies,Trading & Distributors
GROWW,Financial Services,Capital Markets,Stockbroking & Allied
GRPLTD,Capital Goods,Industrial Products,Rubber
GRSE,Capital Goods,Aerospace & Defense,Aerospace & Defense
GRWRHITECH,Capital Goods,Industrial Products,Plastic Products - Industrial
GSAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments
GSBFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
GSFC,Chemicals,Fertilizers & Agrochemicals,Fertilizers
GSLSEC,Financial Services,Finance,Non Banking Financial Company (NBFC)
GSLSU,Consumer Durables,Consumer Durables,Granites & Marbles
GSLTD,Fast Moving Consumer Goods,Food Products,Packaged Foods
GSPCROP,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
GSS,Information Technology,IT - Services,IT Enabled Services
GSTL,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
GTIL,Capital Goods,Industrial Manufacturing,Industrial Products
GTL,Telecommunication,Telecom - Services,Other Telecom Services
GTLINFRA,Telecommunication,Telecom - Services,Telecom - Infrastructure
GTNINDS,Textiles,Textiles & Apparels,Other Textile Products
GTNTEX,Textiles,Textiles & Apparels,Other Textile Products
GTPL,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
GTTDATA,Information Technology,IT - Software,Computers - Software & Consulting
GTV,Capital Goods,Industrial Manufacturing,Industrial Products
GUFICBIO,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GUJALKALI,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
GUJAPOLLO,Capital Goods,Industrial Manufacturing,Industrial Products
GUJARATPOLY,Capital Goods,Electrical Equipment,Other Electrical Equipment
GUJCONT,Capital Goods,Industrial Products,Packaging
GUJCOTEX,Textiles,Textiles & Apparels,Other Textile Products
GUJCRAFT,Capital Goods,Industrial Products,Packaging
GUJCRED,Financial Services,Finance,Other Financial Services
GUJENERGY,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
GUJHOTE,Consumer Services,Leisure Services,Hotels & Resorts
GUJHYSPIN,Textiles,Textiles & Apparels,Other Textile Products
GUJINJEC,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GUJINTRX,Capital Goods,Industrial Products,Castings & Forgings
GUJINV,Financial Services,Finance,Non Banking Financial Company (NBFC)
GUJJUBHAI,Fast Moving Consumer Goods,Food Products,Packaged Foods
GUJPETR,Chemicals,Chemicals & Petrochemicals,Petrochemicals
GUJRAFFIA,Capital Goods,Industrial Products,Packaging
GUJSTATFIN,Financial Services,Finance,Financial Institution
GUJTERC,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GUJTHEM,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GUJTLRM,Capital Goods,Industrial Products,Plastic Products - Industrial
GUJWIND,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
GULFOILLUB,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
GULFPETRO,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
GULPOLY,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
GVBL,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology
GVKPIL,Power,Power,Power Generation
GVL,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
GVPIL,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
GVT&D,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
GYANDEV,Realty,Realty,"Residential, Commercial Projects"
GYFTR,Financial Services,Finance,Other Financial Services
HAL,Capital Goods,Aerospace & Defense,Aerospace & Defense
HALDER,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
HALDYNGL,Capital Goods,Industrial Products,Packaging
HALEOSLABS,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
HAMPS,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
HAMPTON,Realty,Realty,"Residential, Commercial Projects"
HANMAN,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation
HANNAH,Healthcare,Healthcare Services,Hospital
HANSUGAR,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
HAPPSTMNDS,Information Technology,IT - Software,Computers - Software & Consulting
HAPPYFORGE,Capital Goods,Industrial Products,Castings & Forgings
HARAFIN,Financial Services,Finance,Financial Institution
HARDCAS,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
HARDWYN,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
HARIAAPL,Textiles,Textiles & Apparels,Other Textile Products
HARIAEXPO,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
HARIKANTA,Textiles,Textiles & Apparels,Other Textile Products
HARIOMPIPE,Capital Goods,Industrial Products,Iron & Steel Products
